"FORMULARIO","PersNro","PersID","ViajeID","LugarEntrevista","TipoEntrevista","InfNum","Sexo","Edad","edad_recodif","CapDif","CapDifMot","CapDifMen","CapDifVis","CapDifAud","CapDifHabla","CapDifOtras","RelacionJefeHogar","PSH","NivelEstudio","PersonaCursando","NivelEstudioCursando","DescripciónEstCurs","AmbitoEstudio","LicenciaConducir","OcupacionPrincipal","Desc_ocuprinc","OtraActividad","Cual_act","Rel_trab","CategoríaLaboral","AmbitoTrabajo","Desc_ambtrab","IngresoPersona","Cantidad_Dinero","RangoIngresos","promedio_ingreso","IngresoTotal","realizo_viajes","CantidadViajes","Enfermedad","Vacaciones","No_Trabajó","No_dinero_viajar","Trabajó_casa","Fuera_área","No_hay_transporte","No_transporte_discapacitados","Calles_intransitables","Paro_huelga","Sin_clases","Mal_tiempo","No_necesidad_viajar","Otro_motivo","Desc_otromotiv","Cons_sis","Cons_restolíneas","Usuario_frecuente","Razón_no_viaja","Seguridad","Limpieza","Espacio","Trato_conductor","Forma_conducción","Frecuencia","Información_frecuencias","Tiempo_espera","Accesibilidad_Distancia","Seguridad_Paradas","Bienestar","FEX"
1082,4,108204,10820402,"Hogar","Personal",4,"Mujer",18,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","Si","Secundario / polimodal","            ","Estatal","No","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Muy malo","Muy malas","Sí","               ",1,2,1,1,1,1,1,1,5,1,"No Pobre",73.9140534712475
1082,5,108205,10820504,"Hogar","Personal",5,"Varón",16,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Hogar / Familia","            ","No",97,"97",98,98,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Muy malo","Muy malas","No","viaja en moto  ",1,3,1,1,1,1,1,1,5,1,"No Pobre",73.9140534712475
1082,6,108206,10820602,"Hogar","Personal",6,"Mujer",15,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","Si","Secundario / polimodal","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Muy malo","Muy malas","Sí","               ",1,2,1,1,1,1,1,1,5,1,"No Pobre",73.9140534712475
1082,7,108207,10820702,"Hogar","Personal",7,"Mujer",14,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","Si","Secundario / polimodal","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",73.9140534712475
1082,8,108208,10820802,"Hogar","Persona no encuestada",1,"Varón",10,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",73.9140534712475
1082,9,108209,10820900,"Hogar","Persona no encuestada",1,"Mujer",4,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Jardín de infantes / maternal","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"No",97,"Sí","No","No","No","No","No","No","No","No","No","No","No","No","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",73.9140534712475
1084,1,108401,10840102,"Hogar","Personal",1,"Varón",66,"66 ó +","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",1000,"97",97,1000,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Buenas","Sí","               ",5,5,7,10,10,7,9,10,10,10,"Pobre",73.9140534712475
1084,2,108402,10840204,"Hogar","Personal",2,"Mujer",28,"19-30","Sí","No","Sí","No","No","No","No","Cónyugue","No","Sin estudios","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","Si",20,"97",97,20,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Buenas","Sí","               ",10,10,10,10,10,10,10,10,10,10,"Pobre",73.9140534712475
1084,3,108403,10840302,"Hogar","Personal",3,"Mujer",21,"19-30","Sí","No","Sí","No","No","No","No","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Privado","No","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Buenas","Sí","               ",10,10,10,10,10,10,9,10,10,10,"Pobre",73.9140534712475
1084,4,108404,10840402,"Hogar","Persona no encuestada",2,"Mujer",7,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",73.9140534712475
1084,5,108405,10840500,"Hogar","Persona no encuestada",2,"Mujer",4,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",73.9140534712475
1084,6,108406,10840600,"Hogar","Persona no encuestada",2,"Mujer",1,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",73.9140534712475
1086,1,108601,10860100,"Hogar","Personal",1,"Mujer",50,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Sin estudios","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Hogar / Familia","            ","Si",98,"98",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Malo","Malas","Sí","               ",8,1,6,1,1,1,6,2,9,1,"Pobre",73.9140534712475
1086,2,108602,10860200,"Hogar","Personal",2,"Mujer",20,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Bueno","Buenas","No","no tiene necesi",8,7,6,8,5,8,8,6,2,8,"Pobre",73.9140534712475
1086,3,108603,10860302,"Hogar","Personal",3,"Varón",17,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","No","97","            ","97","No","No trabajó ni buscó trabajo","desocupado  ","No corresponde responder","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Buenas","Sí","               ",8,1,5,1,1,1,6,9,9,1,"Pobre",73.9140534712475
1086,4,108604,10860400,"Hogar","Personal",4,"Varón",15,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No trabajó ni buscó trabajo","desocupado  ","No corresponde responder","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Bueno","Buenas","No","no tiene necesi",6,6,5,1,1,5,6,8,9,1,"Pobre",73.9140534712475
1086,5,108605,10860502,"Hogar","Personal",5,"Varón",13,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",73.9140534712475
1086,6,108606,10860602,"Hogar","Persona no encuestada",1,"Varón",11,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",73.9140534712475
1086,7,108607,10860700,"Hogar","Persona no encuestada",1,"Varón",2,"0-3","No","97","97","97","97","97","97","Otro pariente","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",73.9140534712475
1089,1,108901,10890100,"Hogar","Personal",1,"Varón",59,"51-65","Sí","Sí","No","No","No","No","No","Jefe del hogar","No","Sin estudios","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Trabaja por su cuenta","Changas / Peón","Hogar / Familia","            ","Si",600,"97",97,600,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Bueno","Malas","Sí","               ",4,6,1,5,3,1,7,5,7,1,"No Pobre",79.6329410738942
1089,2,108902,10890204,"Hogar","Personal",2,"Mujer",51,"51-65","No","97","97","97","97","97","97","Cónyugue","Si","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",1700,"97",97,1700,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Malas","Sí","               ",3,7,2,7,2,1,6,7,5,1,"No Pobre",79.6329410738942
1089,3,108903,10890304,"Hogar","Persona no encuestada",2,"Varón",8,"4-12","No","97","97","97","97","97","97","Otro pariente","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",79.6329410738942
1092,1,109201,10920100,"Hogar","Personal",1,"Varón",43,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","Si","Universitario","            ","Estatal","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",2000,"97",97,2000,"No",97,"No","Sí","No","No","No","No","No","No","No","No","No","No","No","No","            ","Regular","Regulares","Sí","               ",7,7,2,7,7,5,10,1,3,1,"No Pobre",52.8782880883721
1092,2,109202,10920202,"Hogar","Personal",2,"Mujer",40,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",7,7,2,7,7,5,10,1,3,7,"No Pobre",52.8782880883721
1092,3,109203,10920302,"Hogar","Persona no encuestada",2,"Mujer",13,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.8782880883721
1092,4,109204,10920402,"Hogar","Persona no encuestada",2,"Mujer",5,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Jardín de infantes / maternal","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.8782880883721
1092,5,109205,10920500,"Hogar","Persona no encuestada",2,"Varón",1,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.8782880883721
1093,1,109301,10930100,"Hogar","Personal",1,"Mujer",65,"51-65","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Trabaja por su cuenta","Comerciante sin personal","Hogar / Familia","            ","Si",2000,"97",97,2000,"No",97,"No","No","No","No","Sí","No","No","No","No","No","No","No","No","No","            ","Regular","Buenas","Sí","               ",8,8,2,8,8,8,8,8,8,8,"No Pobre",52.9473198557168
1093,2,109302,10930200,"Hogar","Personal",2,"Varón",47,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","No trabajó ni buscó trabajo","desocupado  ","No corresponde responder","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Bueno","Buenas","Sí","               ",8,8,2,8,8,8,8,8,8,8,"No Pobre",52.9473198557168
1095,1,109501,10950100,"Hogar","Personal",1,"Varón",22,"19-30","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Trabaja por su cuenta","Comerciante sin personal","Hogar / Familia","            ","Si",2000,"97",97,2000,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Regular","Regulares","No","no es necesario",6,5,5,5,6,8,5,5,8,1,"No Pobre",52.8782880883721
1095,2,109502,10950200,"Hogar","Personal",2,"Mujer",27,"19-30","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","98","98","No","no es necesario",6,7,5,5,6,8,5,5,5,1,"No Pobre",52.8782880883721
1095,3,109503,10950300,"Hogar","Persona no encuestada",2,"Mujer",7,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.8782880883721
1095,4,109504,10950400,"Hogar","Persona no encuestada",2,"Mujer",0,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.8782880883721
1096,1,109601,10960100,"Hogar","Personal",1,"Varón",52,"51-65","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Trabaja por su cuenta","Changas / Peón","Hogar / Familia","            ","Si",1000,"97",97,1000,"No",97,"No","No","Sí","No","No","No","No","No","No","No","No","No","No","No","            ","Bueno","Buenas","Sí","               ",7,7,4,6,5,5,8,2,8,1,"No Pobre",52.8782880883721
1096,2,109602,10960200,"Hogar","Personal",2,"Mujer",54,"51-65","No","97","97","97","97","97","97","Cónyugue","No","Secundario / Polimodal","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",1000,"97",97,1000,"No",97,"No","Sí","No","No","No","No","No","No","No","No","No","No","No","No","            ","Bueno","Buenas","Sí","               ",7,7,4,6,5,5,8,2,8,1,"No Pobre",52.8782880883721
1096,3,109603,10960300,"Hogar","Personal",2,"Mujer",54,"51-65","No","97","97","97","97","97","97","Cónyugue","No","Secundario / Polimodal","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",1000,"97",97,1000,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Bueno","Regulares","Sí","               ",9,9,9,9,9,9,9,9,9,9,"No Pobre",52.8782880883721
1096,4,109604,10960400,"Hogar","Persona no encuestada",3,"Mujer",2,"0-3","No","97","97","97","97","97","97","Otro pariente","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.8782880883721
1097,1,109701,10970102,"Hogar","Personal",1,"Varón",37,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Trabaja por su cuenta","Changas / Peón","Hogar / Familia","            ","Si",500,"97",97,500,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",1,1,1,5,1,8,6,8,8,1,"Pobre",52.8782880883721
1097,2,109702,10970202,"Hogar","Personal",2,"Mujer",34,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Hogar / Familia","            ","Si",200,"97",97,200,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Malo","Malas","Sí","               ",2,1,1,5,1,7,7,7,1,1,"Pobre",52.8782880883721
1097,3,109703,10970302,"Hogar","Persona no encuestada",2,"Varón",17,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","Si","Secundario / polimodal","            ","Estatal","No","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","98","98","Sí","               ",1,1,2,5,4,7,7,4,8,1,"Pobre",52.8782880883721
1097,4,109704,10970402,"Hogar","Persona no encuestada",2,"Mujer",13,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",52.8782880883721
1097,5,109705,10970502,"Hogar","Persona no encuestada",2,"Mujer",9,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",52.8782880883721
1097,6,109706,10970602,"Hogar","Persona no encuestada",2,"Mujer",7,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",52.8782880883721
1100,1,110001,11000102,"Hogar","Personal",1,"Mujer",52,"51-65","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",1000,"97",97,1000,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",7,8,5,8,8,9,8,5,8,6,"No Pobre",52.8782880883721
1100,2,110002,11000202,"Hogar","Personal",2,"Varón",52,"51-65","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","No trabajó ni buscó trabajo","desocupado  ","No corresponde responder","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",7,8,5,8,8,9,8,3,8,8,"No Pobre",52.8782880883721
1100,3,110003,11000300,"Hogar","Personal",3,"Mujer",25,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Secundario / Polimodal","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Hogar / Familia","            ","Si",800,"97",97,800,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Regular","Regulares","Sí","               ",7,8,5,8,8,9,8,3,8,8,"No Pobre",52.8782880883721
1100,4,110004,11000400,"Hogar","Personal",4,"Mujer",19,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Secundario / Polimodal","Si","Superior no universitario","            ","Estatal","No","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","No","Sí","            ","Regular","Regulares","Sí","               ",7,8,5,8,8,9,8,8,8,8,"No Pobre",52.8782880883721
1100,5,110005,11000500,"Hogar","Persona no encuestada",1,"Varón",11,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","Sí","No","No","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.8782880883721
1101,1,110101,11010100,"Hogar","Personal",1,"Varón",65,"51-65","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","No","Jubilado","            ","No","          ","No corresponde responder","97","97","            ","Si",500,"97",97,500,"No",97,"No","No","No","Sí","No","No","No","No","No","No","No","No","No","No","            ","Muy malo","Muy malas","Sí","               ",1,5,1,1,6,4,8,5,9,1,"Pobre",52.8782880883721
1101,2,110102,11010200,"Hogar","Personal",2,"Mujer",54,"51-65","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","Si",250,"97",97,250,"No",97,"No","No","No","Sí","No","No","No","No","No","No","No","No","Sí","No","            ","Muy malo","Muy malas","Sí","               ",1,5,1,7,6,1,8,5,9,1,"Pobre",52.8782880883721
1101,3,110103,11010300,"Hogar","Personal",3,"Mujer",30,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Muy malo","Buenas","Sí","               ",1,5,1,7,6,1,8,5,9,1,"Pobre",52.8782880883721
1101,4,110104,11010402,"Hogar","Personal",4,"Varón",34,"31-50","No","97","97","97","97","97","97","Otro pariente","No","Secundario / Polimodal","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Malo","Regulares","Sí","               ",1,5,1,7,6,1,8,5,9,1,"Pobre",52.8782880883721
1102,1,110201,11020102,"Hogar","Personal",1,"Varón",31,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Hogar / Familia","            ","Si",800,"97",97,800,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",10,1,2,98,2,8,98,10,8,1,"Pobre",52.8782880883721
1102,2,110202,11020202,"Hogar","Personal",2,"Mujer",41,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Sin estudios","No","97","            ","97","No","Buscó trabajo","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",10,1,2,98,2,8,6,1,8,2,"Pobre",52.8782880883721
1102,3,110203,11020302,"Hogar","Personal",3,"Varón",19,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","No","97","            ","97","No","Buscó trabajo","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",10,1,98,2,2,8,7,2,9,3,"Pobre",52.8782880883721
1102,4,110204,11020400,"Hogar","Personal",4,"Varón",23,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Secundario / Polimodal","No","97","            ","97","No","Buscó trabajo","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Regular","Regulares","Sí","               ",10,1,2,2,2,9,6,2,9,3,"Pobre",52.8782880883721
1102,5,110205,11020500,"Hogar","Persona no encuestada",1,"Mujer",15,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Secundario / Polimodal","No","97","            ","97","97","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","Sí","No","No","No","No","No","No","No","No","No","            ","98","98","Sí","               ",98,98,98,98,98,98,98,98,98,98,"Pobre",52.8782880883721
1102,6,110206,11020600,"Hogar","Persona no encuestada",1,"Mujer",8,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"No",97,"No","No","No","No","No","No","No","No","No","No","Sí","No","No","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",52.8782880883721
1102,7,110207,11020700,"Hogar","Persona no encuestada",1,"Varón",7,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"No",97,"No","No","No","No","No","No","No","No","No","No","Sí","No","No","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",52.8782880883721
1103,1,110301,11030100,"Hogar","Personal",1,"Varón",42,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","No","No trabajó pero mantiene empleo","            ","No corresponde responder","          ","Obrero / Empleado","97","Estatal","            ","Si",2000,"97",97,2000,"No",97,"No","Sí","No","No","No","No","No","No","No","No","No","No","No","No","            ","Regular","Regulares","Sí","               ",7,8,2,9,2,7,2,4,8,2,"No Pobre",52.8180141346453
